"seqname","start","end","strand","num_mutation","region","gene_symbol"
"CHR17",29663866,29663880,"+",1,"CDS","NF1"
"CHR17",29556119,29556138,"+",1,"CDS","NF1"
"CHR17",29562946,29562964,"+",1,"CDS","NF1"
"CHR14",20944600,20944631,"+",1,"CDS","PNP"
"CHR14",20945120,20945143,"+",1,"3UTR","PNP"
"CHR14",20945085,20945104,"+",1,"3UTR","PNP"
"CHR9",135771755,135771779,"-",1,"CDS","TSC1"
"CHR9",135771701,135771726,"-",1,"CDS","TSC1"
"CHR9",135781488,135781512,"-",2,"CDS","TSC1"
"CHR16",27374236,27374271,"+",1,"CDS","IL4R"
"CHR16",27375499,27375564,"+",1,"3UTR","IL4R"
"CHR16",27374170,27374191,"+",18,"CDS","IL4R"
"CHR11",35252246,35252266,"+",1,"3UTR","CD44"
"CHR11",35211530,35211546,"+",1,"CDS","CD44"
"CHR11",35251223,35251264,"+",7,"3UTR","CD44"
"CHR21",34730209,34730235,"+",5,"3UTR","IFNAR1"
"CHR21",34729461,34729478,"+",1,"3UTR","IFNAR1"
"CHR21",34727939,34727958,"+",1,"3UTR","IFNAR1"
"CHR15",78882209,78882222,"+",1,"CDS","CHRNA5"
"CHR15",78882354,78882373,"+",2,"CDS","CHRNA5"
"CHR15",78882193,78882206,"+",1,"CDS","CHRNA5"
"CHR11",14665981,14665998,"+",1,"CDS","PDE3B"
"CHR11",14666012,14666051,"+",2,"CDS","PDE3B"
"CHR11",14666117,14666133,"+",1,"CDS","PDE3B"
"CHR15",66794994,66795063,"-",1,"CDS","RPL4"
"CHR15",66793323,66793341,"-",1,"CDS","RPL4"
"CHR15",66795421,66795443,"-",2,"CDS","RPL4"
"CHR19",55899326,55899349,"+",3,"CDS","RPL28"
"CHR19",55899650,55899698,"+",1,"3UTR","RPL28"
"CHR19",55899787,55899796,"+",1,"3UTR","RPL28"
"CHR20",57251494,57251508,"+",1,"3UTR","STX16"
"CHR20",57251462,57251491,"+",3,"3UTR","STX16"
"CHR20",57251645,57251654,"+",1,"3UTR","STX16"
"CHR8",145752126,145752148,"-",1,"3UTR","C8orf82"
"CHR8",145751810,145751825,"-",1,"3UTR","C8orf82"
"CHR8",145751654,145751665,"-",1,"3UTR","C8orf82"
"CHR10",99519295,99519316,"+",6,"3UTR","ZFYVE27"
"CHR10",99520014,99520028,"+",1,"3UTR","ZFYVE27"
"CHR10",99519759,99519780,"+",1,"3UTR","ZFYVE27"
"CHR17",7255561,7255574,"+",2,"5UTR","KCTD11"
"CHR17",7255805,7255819,"+",1,"5UTR","KCTD11"
"CHR17",7255727,7255778,"+",2,"5UTR","KCTD11"
"CHR10",116193890,116193899,"-",1,"3UTR","ABLIM1"
"CHR10",116201534,116201545,"-",1,"CDS","ABLIM1"
"CHR10",116198969,116198983,"-",1,"CDS","ABLIM1"
"CHR3",9789615,9789627,"+",1,"3UTR","BRPF1"
"CHR3",9789083,9789116,"+",1,"3UTR","BRPF1"
"CHR3",9788113,9788122,"+",1,"CDS","BRPF1"
"CHR9",95482823,95482840,"-",1,"CDS","BICD2"
"CHR9",95477654,95477670,"-",1,"CDS","BICD2"
"CHR9",95481597,95481612,"-",1,"CDS","BICD2"
"CHR13",52603468,52603500,"+",1,"3UTR","ALG11"
"CHR13",52598296,52598329,"+",1,"CDS","ALG11"
"CHR13",52603223,52603239,"+",1,"3UTR","ALG11"
"CHR12",53581447,53581470,"+",1,"3UTR","ZNF740"
"CHR12",53583231,53583244,"+",1,"3UTR","ZNF740"
"CHR12",53575528,53575567,"+",1,"5UTR","ZNF740"
"CHR10",58117862,58117872,"-",1,"3UTR","ZWINT"
"CHR10",58117925,58117955,"-",4,"3UTR","ZWINT"
"CHR10",58117903,58117922,"-",2,"3UTR","ZWINT"
"CHR3",48726099,48726118,"-",1,"CDS","IP6K2"
"CHR3",48725918,48725932,"-",1,"CDS","IP6K2"
"CHR3",48725935,48725954,"-",1,"CDS","IP6K2"
"CHR16",24931461,24931494,"-",4,"CDS","ARHGAP17"
"CHR16",24931537,24931550,"-",2,"CDS","ARHGAP17"
"CHR16",24942113,24942142,"-",1,"CDS","ARHGAP17"
"CHR9",130870497,130870520,"+",1,"3UTR","SLC25A25"
"CHR9",130870424,130870466,"+",4,"3UTR","SLC25A25"
"CHR9",130869410,130869428,"+",1,"CDS","SLC25A25"
"CHR19",44097349,44097370,"-",1,"CDS","IRGQ"
"CHR19",44097264,44097292,"-",1,"CDS","IRGQ"
"CHR19",44097149,44097225,"-",1,"CDS","IRGQ"
"CHR1",225702546,225702570,"-",1,"CDS","ENAH"
"CHR1",225685455,225685491,"-",1,"3UTR","ENAH"
"CHR1",225685306,225685325,"-",3,"3UTR","ENAH"
"CHR6",7570764,7570791,"+",1,"CDS","DSP"
"CHR6",7542130,7542146,"+",1,"5UTR","DSP"
"CHR6",7542825,7542842,"+",1,"Intron","DSP"
"CHR7",56119541,56119562,"+",1,"CDS","CCT6A"
"CHR7",56130908,56130917,"+",3,"3UTR","CCT6A"
"CHR7",56119509,56119533,"+",2,"5UTR","CCT6A"
"CHR5",882149,882168,"-",1,"Intron","BRD9"
"CHR5",875805,875819,"-",2,"Intron","BRD9"
"CHR5",864569,864588,"-",40,"3UTR","BRD9"
"CHR15",40268754,40268797,"+",2,"CDS","EIF2AK4"
"CHR15",40268662,40268693,"+",1,"CDS","EIF2AK4"
"CHR15",40268735,40268752,"+",2,"CDS","EIF2AK4"
"CHR4",1333347,1333366,"+",1,"3UTR","MAEA"
"CHR4",1333374,1333402,"+",4,"3UTR","MAEA"
"CHR4",1333613,1333627,"+",1,"3UTR","MAEA"
"CHR22",21982547,21982578,"-",1,"3UTR","YDJC"
"CHR22",21982791,21982832,"-",2,"CDS","YDJC"
"CHR22",21982688,21982722,"-",3,"3UTR","YDJC"
"CHR1",67878715,67878730,"-",1,"3UTR","SERBP1"
"CHR1",67878432,67878445,"-",2,"3UTR","SERBP1"
"CHR1",67878762,67878802,"-",3,"3UTR","SERBP1"
"CHR19",54378975,54379002,"+",1,"3UTR","MYADM"
"CHR19",54377669,54377692,"+",2,"CDS","MYADM"
"CHR19",54377183,54377217,"+",1,"CDS","MYADM"
"CHR22",31658698,31658719,"+",1,"CDS","LIMK2"
"CHR22",31673189,31673210,"+",1,"3UTR","LIMK2"
"CHR22",31672969,31672983,"+",1,"CDS","LIMK2"
"CHR17",17750864,17750895,"-",1,"3UTR","TOM1L2"
"CHR17",17750635,17750683,"-",4,"3UTR","TOM1L2"
"CHR17",17750155,17750198,"-",1,"3UTR","TOM1L2"
"CHR14",70461162,70461185,"+",1,"CDS","SMOC1"
"CHR14",70498392,70498401,"+",1,"3UTR","SMOC1"
"CHR14",70477589,70477620,"+",1,"CDS","SMOC1"
"CHR2",237032788,237032799,"+",1,"3UTR","AGAP1"
"CHR2",237032691,237032709,"+",3,"CDS","AGAP1"
"CHR2",237032859,237032882,"+",7,"3UTR","AGAP1"
"CHR17",18638673,18638748,"+",5,"CDS","TRIM16L"
"CHR17",18634438,18634456,"+",1,"CDS","TRIM16L"
"CHR17",18638402,18638415,"+",1,"CDS","TRIM16L"
"CHR11",111890409,111890428,"+",1,"3UTR","DIXDC1"
"CHR11",111889755,111889776,"+",3,"3UTR","DIXDC1"
"CHR11",111889794,111889824,"+",2,"3UTR","DIXDC1"
"CHR5",68716038,68716060,"+",3,"CDS","MARVELD2"
"CHR5",68716005,68716025,"+",2,"CDS","MARVELD2"
"CHR5",68715987,68715999,"+",1,"CDS","MARVELD2"
"CHR11",63676827,63676851,"+",1,"3UTR","MARK2"
"CHR11",63677098,63677116,"+",1,"3UTR","MARK2"
"CHR11",63676601,63676623,"+",1,"CDS","MARK2"
"CHR1",44435755,44435770,"+",1,"5UTR","DPH2"
"CHR1",44438240,44438270,"+",2,"3UTR","DPH2"
"CHR1",44438348,44438370,"+",6,"3UTR","DPH2"
"CHR11",126164340,126164358,"+",11,"3UTR","TIRAP"
"CHR11",126163949,126163971,"+",2,"3UTR","TIRAP"
"CHR11",126163908,126163930,"+",1,"3UTR","TIRAP"
"CHR12",56121037,56121050,"-",1,"CDS","CD63"
"CHR12",56120497,56120510,"-",1,"CDS","CD63"
"CHR12",56122069,56122084,"-",2,"CDS","CD63"
"CHR12",32900050,32900070,"-",1,"3UTR","YARS2"
"CHR12",32908290,32908318,"-",2,"CDS","YARS2"
"CHR12",32900092,32900116,"-",2,"3UTR","YARS2"
"CHR2",239353130,239353150,"+",1,"CDS","ASB1"
"CHR2",239359491,239359510,"+",1,"3UTR","ASB1"
"CHR2",239353100,239353119,"+",1,"CDS","ASB1"
"CHR9",135973397,135973415,"-",1,"3UTR","RALGDS"
"CHR9",135973702,135973760,"-",1,"3UTR","RALGDS"
"CHR9",135973958,135973972,"-",1,"3UTR","RALGDS"
"CHR16",2262057,2262076,"-",13,"3UTR","PGP"
"CHR16",2263880,2263902,"-",3,"CDS","PGP"
"CHR16",2262356,2262406,"-",2,"3UTR","PGP"
"CHR2",44547395,44547406,"-",2,"3UTR","PREPL"
"CHR2",44550490,44550504,"-",1,"CDS","PREPL"
"CHR2",44556218,44556236,"-",2,"CDS","PREPL"
"CHR17",40714883,40714904,"+",1,"CDS","COASY"
"CHR17",40714740,40714753,"+",2,"CDS","COASY"
"CHR17",40714582,40714604,"+",2,"5UTR","COASY"
"CHR12",69968431,69968448,"+",6,"CDS","FRS2"
"CHR12",69968529,69968560,"+",6,"CDS","FRS2"
"CHR12",69970703,69970713,"+",1,"3UTR","FRS2"
"CHR20",17594558,17594581,"-",2,"3UTR","RRBP1"
"CHR20",17602500,17602520,"-",1,"CDS","RRBP1"
"CHR20",17594506,17594541,"-",1,"3UTR","RRBP1"
"CHR4",110460764,110460792,"+",2,"CDS","SEC24B"
"CHR4",110384102,110384122,"+",2,"CDS","SEC24B"
"CHR4",110384124,110384142,"+",4,"CDS","SEC24B"
"CHR7",50514401,50514427,"-",1,"CDS","FIGNL1"
"CHR7",50514867,50514882,"-",2,"CDS","FIGNL1"
"CHR7",50514462,50514486,"-",1,"CDS","FIGNL1"
"CHR1",47746046,47746057,"-",1,"CDS","STIL"
"CHR1",47717288,47717302,"-",1,"CDS","STIL"
"CHR1",47746002,47746018,"-",1,"CDS","STIL"
"CHR1",28793109,28793126,"+",1,"CDS","PHACTR4"
"CHR1",28793139,28793166,"+",1,"CDS","PHACTR4"
"CHR1",28800226,28800237,"+",1,"CDS","PHACTR4"
"CHR17",42284614,42284628,"-",1,"CDS","UBTF"
"CHR17",42284329,42284368,"-",3,"3UTR","UBTF"
"CHR17",42284510,42284527,"-",3,"3UTR","UBTF"
"CHRX",132092432,132092448,"-",1,"CDS","HS6ST2"
"CHRX",131762952,131762964,"-",1,"CDS","HS6ST2"
"CHRX",131762772,131762790,"-",1,"CDS","HS6ST2"
"CHR14",23370703,23370758,"-",1,"3UTR","RBM23"
"CHR14",23370427,23370451,"-",2,"3UTR","RBM23"
"CHR14",23370881,23370895,"-",1,"3UTR","RBM23"
"CHR19",2101528,2101542,"-",1,"3UTR","AP3D1"
"CHR19",2151263,2151282,"-",2,"CDS","AP3D1"
"CHR19",2108701,2108713,"-",1,"CDS","AP3D1"
"CHR11",111656723,111656739,"-",1,"3UTR","ALG9"
"CHR11",111656747,111656765,"-",1,"3UTR","ALG9"
"CHR11",111731301,111731311,"-",1,"CDS","ALG9"
"CHR2",45718,45733,"-",1,"CDS","FAM110C"
"CHR2",45871,45912,"-",23,"CDS","FAM110C"
"CHR2",46401,46457,"-",2,"5UTR","FAM110C"
"CHR8",142228840,142228857,"-",1,"CDS","SLC45A4"
"CHR8",142221132,142221174,"-",8,"3UTR","SLC45A4"
"CHR8",142222511,142222543,"-",1,"CDS","SLC45A4"
"CHR9",35752943,35752966,"+",8,"3UTR","RGP1"
"CHR9",35752967,35752998,"+",1,"3UTR","RGP1"
"CHR9",35752909,35752919,"+",1,"3UTR","RGP1"
"CHR17",1368965,1368977,"-",5,"3UTR","MYO1C"
"CHR17",1370820,1370839,"-",2,"CDS","MYO1C"
"CHR17",1370842,1370867,"-",1,"CDS","MYO1C"
"CHR12",122217622,122217646,"+",1,"3UTR","TMEM120B"
"CHR12",122213690,122213715,"+",1,"3UTR","TMEM120B"
"CHR12",122213652,122213668,"+",4,"3UTR","TMEM120B"
"CHR16",89711472,89711485,"-",1,"3UTR","CHMP1A"
"CHR16",89711398,89711423,"-",1,"3UTR","CHMP1A"
"CHR16",89712122,89712172,"-",3,"3UTR","CHMP1A"
"CHR16",3534938,3534976,"+",1,"3UTR","NAA60"
"CHR16",3535693,3535716,"+",1,"3UTR","NAA60"
"CHR16",3535984,3536000,"+",2,"3UTR","NAA60"
"CHR14",50100293,50100312,"-",3,"CDS","DNAAF2"
"CHR14",50100258,50100273,"-",1,"CDS","DNAAF2"
"CHR14",50100519,50100547,"-",1,"CDS","DNAAF2"
"CHR3",138123977,138123996,"+",1,"3UTR","MRAS"
"CHR3",138124083,138124102,"+",2,"3UTR","MRAS"
"CHR3",138123656,138123665,"+",1,"3UTR","MRAS"
"CHR10",43882640,43882682,"-",1,"CDS","HNRNPF"
"CHR10",43882961,43882981,"-",1,"CDS","HNRNPF"
"CHR10",43882402,43882420,"-",3,"CDS","HNRNPF"
"CHR3",41280666,41280681,"+",1,"CDS","CTNNB1"
"CHR3",41275072,41275087,"+",1,"CDS","CTNNB1"
"CHR3",41266092,41266112,"+",1,"CDS","CTNNB1"
"CHR13",53036605,53036626,"+",2,"CDS","CKAP2"
"CHR13",53035976,53035995,"+",1,"CDS","CKAP2"
"CHR13",53035654,53035673,"+",1,"CDS","CKAP2"
"CHR1",154192944,154192957,"-",1,"5UTR","C1orf43"
"CHR1",154185012,154185039,"-",1,"CDS","C1orf43"
"CHR1",154179920,154179960,"-",2,"3UTR","C1orf43"
"CHR11",74547149,74547167,"+",2,"CDS","RNF169"
"CHR11",74553251,74553297,"+",1,"3UTR","RNF169"
"CHR11",74553205,74553225,"+",1,"3UTR","RNF169"
"CHR11",6239025,6239055,"-",1,"CDS","FAM160A2"
"CHR11",6238653,6238687,"-",2,"CDS","FAM160A2"
"CHR11",6232724,6232741,"-",1,"3UTR","FAM160A2"
"CHR17",71205737,71205755,"-",1,"CDS","FAM104A"
"CHR17",71203666,71203684,"-",1,"3UTR","FAM104A"
"CHR17",71204958,71204971,"-",1,"3UTR","FAM104A"
"CHR17",42271403,42271421,"-",3,"3UTR","ATXN7L3"
"CHR17",42270282,42270302,"-",4,"3UTR","ATXN7L3"
"CHR17",42271081,42271093,"-",1,"3UTR","ATXN7L3"
"CHR8",41790516,41790538,"-",3,"CDS","KAT6A"
"CHR8",41790031,41790060,"-",3,"CDS","KAT6A"
"CHR8",41790264,41790304,"-",1,"CDS","KAT6A"
"CHR4",8368594,8368623,"-",1,"3UTR","ACOX3"
"CHR4",8407690,8407704,"-",1,"CDS","ACOX3"
"CHR4",8368485,8368499,"-",1,"3UTR","ACOX3"
"CHR11",45954309,45954323,"-",1,"3UTR","PHF21A"
"CHR11",45955624,45955672,"-",3,"CDS","PHF21A"
"CHR11",45956739,45956756,"-",1,"Intron","PHF21A"
"CHR8",38124785,38124800,"-",1,"CDS","PPAPDC1B"
"CHR8",38121091,38121110,"-",3,"3UTR","PPAPDC1B"
"CHR8",38121193,38121209,"-",1,"3UTR","PPAPDC1B"
"CHR5",58270607,58270623,"-",1,"CDS","PDE4D"
"CHR5",58270822,58270843,"-",1,"CDS","PDE4D"
"CHR5",58270499,58270512,"-",1,"CDS","PDE4D"
"CHR2",219507777,219507801,"-",3,"CDS","ZNF142"
"CHR2",219508130,219508155,"-",1,"CDS","ZNF142"
"CHR2",219509507,219509521,"-",1,"CDS","ZNF142"
"CHR12",117290373,117290385,"+",1,"3UTR","RNFT2"
"CHR12",117290142,117290181,"+",5,"3UTR","RNFT2"
"CHR12",117289884,117289914,"+",6,"Intron","RNFT2"
"CHR15",58889747,58889762,"-",1,"3UTR","ADAM10"
"CHR15",58888988,58889020,"-",1,"3UTR","ADAM10"
"CHR15",58904038,58904058,"-",1,"CDS","ADAM10"
"CHR19",10577820,10577848,"+",1,"CDS","PDE4A"
"CHR19",10577653,10577675,"+",1,"CDS","PDE4A"
"CHR19",10578287,10578318,"+",3,"3UTR","PDE4A"
"CHR3",9427837,9427857,"+",1,"3UTR","THUMPD3"
"CHR3",9422218,9422239,"+",1,"CDS","THUMPD3"
"CHR3",9416009,9416021,"+",1,"Intron","THUMPD3"
"CHR17",3715828,3715846,"-",1,"3UTR","C17orf85"
"CHR17",3715752,3715776,"-",2,"3UTR","C17orf85"
"CHR17",3715965,3715983,"-",2,"3UTR","C17orf85"
"CHR4",2831374,2831392,"+",1,"CDS","SH3BP2"
"CHR4",2831630,2831646,"+",1,"CDS","SH3BP2"
"CHR4",2831394,2831423,"+",1,"CDS","SH3BP2"
"CHR9",135933640,135933664,"+",2,"3UTR","GTF3C5"
"CHR9",135933801,135933811,"+",1,"3UTR","GTF3C5"
"CHR9",135933355,135933406,"+",1,"3UTR","GTF3C5"
"CHR6",126210980,126210992,"+",2,"CDS","NCOA7"
"CHR6",126210388,126210398,"+",1,"CDS","NCOA7"
"CHR6",126210545,126210564,"+",1,"CDS","NCOA7"
"CHR11",10328119,10328144,"+",1,"CDS","ADM"
"CHR11",10328223,10328305,"+",4,"3UTR","ADM"
"CHR11",10328489,10328526,"+",1,"3UTR","ADM"
"CHR8",90937373,90937386,"+",1,"CDS","OSGIN2"
"CHR8",90937401,90937412,"+",2,"CDS","OSGIN2"
"CHR8",90937006,90937031,"+",3,"CDS","OSGIN2"
"CHR16",4559728,4559747,"+",4,"CDS","HMOX2"
"CHR16",4559947,4559968,"+",2,"3UTR","HMOX2"
"CHR16",4559709,4559725,"+",1,"CDS","HMOX2"
"CHR4",1722457,1722479,"-",1,"CDS","TMEM129"
"CHR4",1719952,1719989,"-",3,"CDS","TMEM129"
"CHR4",1722526,1722539,"-",1,"CDS","TMEM129"
"CHR12",54635556,54635592,"-",1,"CDS","CBX5"
"CHR12",54634860,54634882,"-",1,"3UTR","CBX5"
"CHR12",54634518,54634542,"-",1,"3UTR","CBX5"
"CHR10",31815757,31815774,"+",1,"CDS","ZEB1"
"CHR10",31817752,31817763,"+",2,"3UTR","ZEB1"
"CHR10",31815721,31815732,"+",1,"CDS","ZEB1"
"CHR3",195778114,195778134,"-",1,"3UTR","TFRC"
"CHR3",195778939,195778975,"-",4,"CDS","TFRC"
"CHR3",195785468,195785479,"-",1,"CDS","TFRC"
"CHR10",82278384,82278416,"+",1,"3UTR","TSPAN14"
"CHR10",82278080,82278102,"+",3,"3UTR","TSPAN14"
"CHR10",82278062,82278079,"+",1,"3UTR","TSPAN14"
"CHR15",42117684,42117695,"+",1,"3UTR","MAPKBP1"
"CHR15",42114587,42114599,"+",3,"CDS","MAPKBP1"
"CHR15",42118249,42118281,"+",1,"3UTR","MAPKBP1"
"CHR8",23290502,23290529,"-",1,"CDS","ENTPD4"
"CHR8",23287182,23287200,"-",5,"3UTR","ENTPD4"
"CHR8",23294522,23294531,"-",1,"CDS","ENTPD4"
"CHR14",23495262,23495272,"-",1,"3UTR","PSMB5"
"CHR14",23495167,23495191,"-",2,"3UTR","PSMB5"
"CHR14",23495144,23495158,"-",3,"3UTR","PSMB5"
"CHR7",1037064,1037092,"-",2,"3UTR","C7orf50"
"CHR7",1151958,1151978,"-",2,"Intron","C7orf50"
"CHR7",1049597,1049610,"-",2,"CDS","C7orf50"
"CHR1",90400530,90400551,"+",1,"CDS","LRRC8D"
"CHR1",90400756,90400773,"+",3,"CDS","LRRC8D"
"CHR1",90400559,90400577,"+",1,"CDS","LRRC8D"
"CHR14",75938663,75938673,"+",1,"3UTR","JDP2"
"CHR14",75936614,75936633,"+",1,"3UTR","JDP2"
"CHR14",75936815,75936843,"+",2,"3UTR","JDP2"
"CHR9",129596415,129596444,"+",1,"3UTR","ZBTB43"
"CHR9",129596544,129596557,"+",1,"3UTR","ZBTB43"
"CHR9",129595968,129595984,"+",1,"CDS","ZBTB43"
"CHR11",61170676,61170700,"-",4,"3UTR","CPSF7"
"CHR11",61171985,61172115,"-",1,"3UTR","CPSF7"
"CHR11",61189011,61189029,"-",1,"CDS","CPSF7"
"CHR3",127292149,127292184,"-",3,"3UTR","TPRA1"
"CHR3",127292062,127292092,"-",5,"3UTR","TPRA1"
"CHR3",127292022,127292056,"-",1,"3UTR","TPRA1"
"CHR1",224302008,224302032,"+",1,"CDS","FBXO28"
"CHR1",224345408,224345417,"+",1,"3UTR","FBXO28"
"CHR1",224345156,224345174,"+",2,"3UTR","FBXO28"
"CHR19",11303919,11303942,"-",1,"CDS","KANK2"
"CHR19",11303968,11303995,"-",1,"CDS","KANK2"
"CHR19",11303947,11303965,"-",1,"CDS","KANK2"
"CHR11",129999072,129999095,"+",2,"CDS","APLP2"
"CHR11",130014188,130014213,"+",2,"3UTR","APLP2"
"CHR11",130013480,130013507,"+",1,"3UTR","APLP2"
"CHR11",118473198,118473222,"+",3,"3UTR","ARCN1"
"CHR11",118473305,118473324,"+",2,"3UTR","ARCN1"
"CHR11",118471512,118471541,"+",1,"3UTR","ARCN1"
"CHR6",109689056,109689069,"-",2,"3UTR","CD164"
"CHR6",109688257,109688279,"-",2,"3UTR","CD164"
"CHR6",109703484,109703518,"-",1,"CDS","CD164"
"CHR15",74924783,74924804,"-",1,"3UTR","EDC3"
"CHR15",74925248,74925265,"-",1,"CDS","EDC3"
"CHR15",74925110,74925157,"-",1,"CDS","EDC3"
"CHR19",11618332,11618351,"-",1,"CDS","ECSIT"
"CHR19",11616952,11616971,"-",1,"3UTR","ECSIT"
"CHR19",11617188,11617203,"-",1,"3UTR","ECSIT"
"CHR11",57428825,57428842,"+",2,"CDS","CLP1"
"CHR11",57428868,57428888,"+",1,"CDS","CLP1"
"CHR11",57428992,57429015,"+",1,"3UTR","CLP1"
"CHR17",74383713,74383725,"+",1,"3UTR","SPHK1"
"CHR17",74383093,74383109,"+",1,"CDS","SPHK1"
"CHR17",74383127,74383155,"+",1,"CDS","SPHK1"
"CHR17",27041597,27041607,"-",1,"3UTR","RAB34"
"CHR17",27045141,27045151,"-",1,"CDS","RAB34"
"CHR17",27041450,27041463,"-",1,"3UTR","RAB34"
"CHR10",71912241,71912252,"-",2,"CDS","SAR1A"
"CHR10",71911993,71912017,"-",2,"3UTR","SAR1A"
"CHR10",71912053,71912072,"-",1,"3UTR","SAR1A"
"CHR7",6449258,6449272,"-",7,"3UTR","DAGLB"
"CHR7",6449513,6449544,"-",1,"CDS","DAGLB"
"CHR7",6448966,6448999,"-",1,"3UTR","DAGLB"
"CHR11",27679930,27679947,"-",2,"CDS","BDNF"
"CHR11",27679991,27680014,"-",1,"CDS","BDNF"
"CHR11",27678161,27678179,"-",1,"3UTR","BDNF"
"CHR11",129743658,129743676,"-",1,"CDS","NFRKB"
"CHR11",129739983,129740003,"-",1,"CDS","NFRKB"
"CHR11",129743778,129743793,"-",1,"CDS","NFRKB"
"CHR11",118499273,118499286,"+",1,"CDS","PHLDB1"
"CHR11",118498131,118498163,"+",3,"CDS","PHLDB1"
"CHR11",118527760,118527773,"+",1,"3UTR","PHLDB1"
"CHR9",136337076,136337094,"-",2,"3UTR","SLC2A6"
"CHR9",136336721,136336746,"-",4,"3UTR","SLC2A6"
"CHR9",136336782,136336807,"-",1,"3UTR","SLC2A6"
"CHR13",41507569,41507586,"-",1,"CDS","ELF1"
"CHR13",41515151,41515178,"-",2,"CDS","ELF1"
"CHR13",41508000,41508012,"-",2,"CDS","ELF1"
"CHR7",73150471,73150529,"-",1,"3UTR","ABHD11"
"CHR7",73150908,73150935,"-",4,"CDS","ABHD11"
"CHR7",73151958,73151998,"-",1,"CDS","ABHD11"
"CHR17",47375799,47375818,"-",1,"CDS","ZNF652"
"CHR17",47375557,47375609,"-",8,"3UTR","ZNF652"
"CHR17",47375819,47375832,"-",1,"CDS","ZNF652"
"CHR3",14188511,14188522,"-",1,"Intron","XPC"
"CHR3",14201293,14201307,"-",1,"CDS","XPC"
"CHR3",14187131,14187142,"-",1,"3UTR","XPC"
"CHR1",167759074,167759090,"+",1,"3UTR","MPZL1"
"CHR1",167759563,167759579,"+",14,"3UTR","MPZL1"
"CHR1",167759093,167759109,"+",1,"3UTR","MPZL1"
"CHR3",172351629,172351647,"-",3,"CDS","NCEH1"
"CHR3",172351615,172351627,"-",3,"CDS","NCEH1"
"CHR3",172351592,172351614,"-",5,"CDS","NCEH1"
"CHR8",143784786,143784811,"+",3,"3UTR","LY6K"
"CHR8",143784815,143784835,"+",3,"3UTR","LY6K"
"CHR8",143781959,143781968,"+",1,"CDS","LY6K"
"CHR8",94935580,94935597,"+",2,"CDS","PDP1"
"CHR8",94935599,94935629,"+",1,"CDS","PDP1"
"CHR8",94934937,94934956,"+",1,"CDS","PDP1"
"CHR22",40662088,40662129,"+",5,"CDS","TNRC6B"
"CHR22",40662038,40662070,"+",5,"CDS","TNRC6B"
"CHR22",40661989,40662023,"+",2,"CDS","TNRC6B"
"CHR1",175129782,175129804,"-",1,"3UTR","KIAA0040"
"CHR1",175126936,175126949,"-",1,"3UTR","KIAA0040"
"CHR1",175129261,175129281,"-",4,"3UTR","KIAA0040"
"CHR19",56154303,56154336,"+",1,"CDS","ZNF580"
"CHR19",56154201,56154223,"+",2,"CDS","ZNF580"
"CHR19",56154236,56154255,"+",1,"CDS","ZNF580"
"CHR13",115090508,115090526,"+",1,"CDS","CHAMP1"
"CHR13",115090874,115090892,"+",1,"CDS","CHAMP1"
"CHR13",115090351,115090393,"+",1,"CDS","CHAMP1"
"CHR17",12895947,12895959,"-",1,"3UTR","ELAC2"
"CHR17",12895552,12895564,"-",1,"3UTR","ELAC2"
"CHR17",12896108,12896135,"-",1,"3UTR","ELAC2"
"CHR17",8025030,8025042,"-",1,"CDS","HES7"
"CHR17",8025158,8025176,"-",1,"CDS","HES7"
"CHR17",8025087,8025109,"-",1,"CDS","HES7"
"CHR7",127950703,127950729,"-",5,"3UTR","RBM28"
"CHR7",127950773,127950799,"-",1,"3UTR","RBM28"
"CHR7",127950682,127950699,"-",1,"3UTR","RBM28"
"CHR12",120533618,120533638,"-",2,"3UTR","RAB35"
"CHR12",120533735,120533771,"-",1,"3UTR","RAB35"
"CHR12",120534781,120534808,"-",1,"3UTR","RAB35"
"CHR6",139694421,139694432,"-",1,"CDS","CITED2"
"CHR6",139694438,139694456,"-",1,"CDS","CITED2"
"CHR6",139694362,139694374,"-",1,"CDS","CITED2"
"CHR4",27024398,27024416,"+",1,"3UTR","STIM2"
"CHR4",27024666,27024693,"+",1,"3UTR","STIM2"
"CHR4",27023152,27023189,"+",1,"Intron","STIM2"
"CHR17",2202490,2202518,"-",1,"CDS","SMG6"
"CHR17",2202534,2202546,"-",1,"CDS","SMG6"
"CHR17",2202626,2202649,"-",1,"CDS","SMG6"
"CHR1",116235323,116235356,"+",2,"3UTR","VANGL1"
"CHR1",116233841,116233858,"+",1,"CDS","VANGL1"
"CHR1",116235172,116235209,"+",1,"3UTR","VANGL1"
"CHR15",73595288,73595325,"+",2,"3UTR","NEO1"
"CHR15",73585847,73585861,"+",1,"CDS","NEO1"
"CHR15",73595252,73595283,"+",7,"3UTR","NEO1"
"CHR12",10313420,10313434,"-",1,"CDS","OLR1"
"CHR12",10312468,10312488,"-",2,"3UTR","OLR1"
"CHR12",10312151,10312168,"-",1,"3UTR","OLR1"
"CHR5",149213097,149213106,"+",1,"CDS","PPARGC1B"
"CHR5",149216602,149216627,"+",2,"CDS","PPARGC1B"
"CHR5",149227426,149227447,"+",1,"3UTR","PPARGC1B"
"CHR3",37407709,37407731,"+",1,"3UTR","GOLGA4"
"CHR3",37365267,37365282,"+",2,"CDS","GOLGA4"
