chr,chromStart,chromEnd,name,score,strand,thickStart,thickEnd,itemRgb,blockCount,blockSizes,blockStarts,geneID,ReadsCount.input,ReadsCount.IP,log2FoldChange,pvalue,padj
chr17,62270980,62272360,peak_12167,169.2379243,-,62270980,62272360,0,1,1380,0,TEX2,363,1616,2.105714811,4.00E-52,1.13E-51
chr17,62225544,62226444,peak_12168,463.7568667,-,62225544,62226444,0,1,900,0,TEX2,591,3609,2.545516134,3.64E-141,2.48E-140
chr3,51737812,51738337,peak_12169,501.9537206,+,51737812,51738337,0,1,525,0,TEX264,435,4227,2.885332335,1.05E-152,7.89E-152
chr13,103421884,103426124,peak_12170,45.53921988,-,103421884,103426124,0,1,4240,0,TEX30,189,613,1.588738074,1.46E-14,1.96E-14
chr6,10415390,10419745,peak_12171,32.13389615,-,10415390,10419745,0,1,4355,0,TFAP2A,87,396,1.780368782,1.84E-10,2.12E-10
chr6,10412374,10412599,peak_12172,69.51466242,-,10412374,10412599,0,1,225,0,TFAP2A,339,1322,1.46379634,7.17E-22,1.19E-21
chr6,10397940,10398915,peak_12173,915.7708097,-,10397940,10398915,0,1,975,0,TFAP2A,1247,7379,2.484461577,1.27E-277,2.12E-276
chr20,55212823,55213423,peak_12174,560.9732014,+,55212823,55213423,0,1,600,0,TFAP2C,498,3765,2.858094683,1.57E-170,1.35E-169
chr6,155578738,155579063,peak_12175,92.76875226,-,155578738,155579063,0,1,325,0,TFB1M,100,632,2.688224207,6.14E-29,1.19E-28
chr6,155578138,155578188,peak_12176,21.8148691,-,155578138,155578188,0,1,50,0,TFB1M,3,97,4.589015883,2.68E-07,2.71E-07
chr1,246704162,246707855,peak_12177,132.3562308,-,246704162,246707855,0,1,3693,0,TFB2M,224,1082,2.282887953,5.95E-41,1.43E-40
chr12,51566736,51566786,peak_12178,27.48722223,-,51566736,51566786,0,1,50,0,TFCP2,59,310,1.859723777,4.92E-09,5.32E-09
chr12,51566361,51566686,peak_12179,66.71495464,-,51566361,51566686,0,1,325,0,TFCP2,226,1044,1.707300627,5.10E-21,8.26E-21
chr13,114294594,114294794,peak_12180,139.1229077,+,114294594,114294794,0,1,200,0,TFDP1,579,1882,1.659379924,5.29E-43,1.32E-42
chr13,114294844,114295394,peak_12181,726.2411374,+,114294844,114295394,0,1,550,0,TFDP1,1077,5702,2.441232687,1.99E-220,2.40E-219
chrX,48887491,48888066,peak_12182,198.5945271,-,48887491,48888066,0,1,575,0,TFE3,582,2904,1.799095484,5.18E-61,1.65E-60
chr6,41652440,41652615,peak_12183,38.71155091,-,41652440,41652615,0,1,175,0,TFEB,61,407,2.148769536,1.77E-12,2.22E-12
chr6,41652165,41652215,peak_12184,22.59041324,-,41652165,41652215,0,1,50,0,TFEB,15,158,2.68944603,1.56E-07,1.58E-07
chr3,100466997,100467047,peak_12185,340.5309233,+,100466997,100467047,0,1,50,0,TFG,1703,4734,1.583226921,6.13E-104,3.09E-103
chr3,100467222,100467497,peak_12186,458.0864892,+,100467222,100467497,0,1,275,0,TFG,1885,6396,1.706576711,1.88E-139,1.27E-138
chr22,26890188,26892113,peak_12187,79.32009204,-,26890188,26892113,0,1,1925,0,TFIP11,187,791,1.9950007,7.48E-25,1.33E-24
chr22,26887943,26888243,peak_12188,97.72402166,-,26887943,26888243,0,1,300,0,TFIP11,165,945,2.240782427,1.92E-30,3.82E-30
chr19,54618850,54619050,peak_12189,44.96585068,-,54618850,54619050,0,1,200,0,TFPT,98,495,1.945554082,2.18E-14,2.91E-14
chr3,195808862,195809032,peak_12190,40.09225978,-,195808862,195809032,0,1,170,0,TFRC,99,520,1.830047565,6.71E-13,8.53E-13
chr3,195778654,195780337,peak_12191,639.8209459,-,195778654,195780337,0,1,1683,0,TFRC,1240,5992,2.210750785,2.47E-194,2.48E-193
chr19,41858906,41859681,peak_12192,441.8453301,-,41858906,41859681,0,1,775,0,TGFB1,975,5758,2.034452031,1.51E-134,9.80E-134
chr16,31489140,31489281,peak_12193,34.39947132,+,31489140,31489281,0,1,141,0,TGFB1I1,78,382,1.88037462,3.71E-11,4.41E-11
chr14,76447109,76447234,peak_12194,28.37831196,-,76447109,76447234,0,1,125,0,TGFB3,17,187,2.880493643,2.62E-09,2.87E-09
chr14,76425266,76425441,peak_12195,37.78379312,-,76425266,76425441,0,1,175,0,TGFB3,23,223,3.017564222,3.41E-12,4.23E-12
chr9,101911524,101911924,peak_12196,155.7398945,+,101911524,101911924,0,1,400,0,TGFBR1,59,775,3.73485128,4.89E-48,1.31E-47
chr9,101914974,101915074,peak_12197,30.41577327,+,101914974,101915074,0,1,100,0,TGFBR1,18,158,3.007577803,6.19E-10,6.98E-10
chr3,30713393,30713593,peak_12198,68.05447413,+,30713393,30713593,0,1,200,0,TGFBR2,90,559,2.434144772,1.99E-21,3.26E-21
chr3,30713768,30713893,peak_12199,41.56773025,+,30713768,30713893,0,1,125,0,TGFBR2,88,391,2.087490836,2.37E-13,3.07E-13
chr2,105924575,105924700,peak_12200,27.43724798,-,105924575,105924700,0,1,125,0,TGFBRAP1,32,232,2.319408508,5.10E-09,5.50E-09
chr2,105885926,105886026,peak_12201,27.88545462,-,105885926,105886026,0,1,100,0,TGFBRAP1,64,347,1.84866694,3.71E-09,4.03E-09
chr2,105883539,105883939,peak_12202,160.1925742,-,105883539,105883939,0,1,400,0,TGFBRAP1,105,999,3.121392763,2.19E-49,5.99E-49
chr18,3447703,3450055,peak_12203,36.63038861,+,3447703,3450055,0,1,2352,0,TGIF1,137,561,1.586568599,7.69E-12,9.40E-12
chr18,3457417,3458117,peak_12204,Inf,+,3457417,3458117,0,1,700,0,TGIF1,1099,9592,3.101858542,0,0
chr20,35219389,35220389,peak_12205,Inf,+,35219389,35220389,0,1,1000,0,"TGIF2,TGIF2-C20ORF24",1095,11758,3.132617352,0,0
chr2,85554714,85555070,peak_12206,75.69103341,-,85554714,85555070,0,1,356,0,TGOLN2,413,1640,1.471552828,9.51E-24,1.64E-23
chr2,85554364,85554564,peak_12207,253.4042445,-,85554364,85554564,0,1,200,0,TGOLN2,1462,5587,1.507466746,1.35E-77,5.22E-77
chr2,85553639,85553864,peak_12208,170.8964821,-,85553639,85553864,0,1,225,0,TGOLN2,483,1913,1.905159955,1.26E-52,3.59E-52
chr2,85549240,85549840,peak_12209,264.8899375,-,85549240,85549840,0,1,600,0,TGOLN2,304,1983,2.621455898,4.53E-81,1.82E-80
chr2,85548040,85548315,peak_12210,110.3323021,-,85548040,85548315,0,1,275,0,TGOLN2,405,1396,1.713008399,2.86E-34,6.12E-34
chr2,85547090,85547190,peak_12211,60.99256749,-,85547090,85547190,0,1,100,0,TGOLN2,302,975,1.483402027,2.82E-19,4.36E-19
chr2,85545715,85545815,peak_12212,44.38659291,-,85545715,85545815,0,1,100,0,TGOLN2,134,504,1.791222731,3.27E-14,4.35E-14
chr8,56698970,56699420,peak_12213,198.5150714,+,56698970,56699420,0,1,450,0,TGS1,399,1762,2.199405892,5.48E-61,1.74E-60
chr20,57569856,57570181,peak_12214,238.1186224,+,57569856,57570181,0,1,325,0,TH1L,674,2675,1.901065361,5.69E-73,2.09E-72
chr2,43800111,43804173,peak_12215,207.1450234,-,43800111,43804173,0,1,4062,0,THADA,221,1395,2.712486546,1.34E-63,4.40E-63
chr2,43458124,43458199,peak_12216,32.42247124,-,43458124,43458199,0,1,75,0,THADA,31,212,2.570845233,1.50E-10,1.74E-10
chr15,71175165,71184250,peak_12217,30.4757142,-,71175165,71184250,0,1,9085,0,THAP10,72,271,1.924150847,5.93E-10,6.70E-10
chr15,71174880,71174930,peak_12218,29.87261514,-,71174880,71174930,0,1,50,0,THAP10,22,162,2.799201971,9.09E-10,1.02E-09
chr16,67876912,67877012,peak_12219,33.37442104,+,67876912,67877012,0,1,100,0,THAP11,129,552,1.532310904,7.66E-11,8.98E-11
chr16,67877187,67878062,peak_12220,Inf,+,67877187,67878062,0,1,875,0,THAP11,377,7250,4.133877854,0,0
chr12,72068148,72070813,peak_12221,74.6071726,+,72068148,72070813,0,1,2665,0,THAP2,77,469,2.680429933,2.03E-23,3.48E-23
chr1,6692462,6693437,peak_12222,277.5035802,+,6692462,6693437,0,1,975,0,THAP3,290,2274,2.70343271,6.92E-85,2.90E-84
chr1,6694599,6695049,peak_12223,118.7167352,+,6694599,6695049,0,1,450,0,THAP3,519,2199,1.541394714,8.16E-37,1.83E-36
chr1,6695074,6695646,peak_12224,231.9577646,+,6695074,6695646,0,1,572,0,THAP3,493,2659,2.122131098,4.14E-71,1.49E-70
chr2,242572821,242576482,peak_12225,525.047738,-,242572821,242576482,0,1,3661,0,THAP4,1162,6025,2.100430349,1.12E-159,8.81E-159
chr7,108204620,108205095,peak_12226,198.2169866,-,108204620,108205095,0,1,475,0,THAP5,230,1322,2.626079579,6.74E-61,2.14E-60
chr4,76452183,76452508,peak_12227,81.48424598,+,76452183,76452508,0,1,325,0,THAP6,126,619,2.330940587,1.64E-25,2.96E-25
chr22,21354060,21354685,peak_12228,686.0712958,-,21354060,21354685,0,1,625,0,THAP7,649,6183,2.727040439,2.67E-208,2.96E-207
chr22,21356685,21357323,peak_12229,109.1787938,+,21356685,21357323,0,1,638,0,THAP7-AS1,119,947,2.598594733,6.40E-34,1.36E-33
chr22,21363367,21363617,peak_12230,52.40249407,+,21363367,21363617,0,1,250,0,THAP7-AS1,19,310,3.57123319,1.17E-16,1.68E-16
chr19,36526236,36526386,peak_12231,26.1710314,-,36526236,36526386,0,1,150,0,THAP8,29,210,2.333369935,1.25E-08,1.32E-08
chr4,83838521,83838571,peak_12232,23.36478638,+,83838521,83838571,0,1,50,0,THAP9,5,98,4.006583329,9.04E-08,9.26E-08
chr4,83839296,83839496,peak_12233,41.9780937,+,83839296,83839496,0,1,200,0,THAP9,12,194,3.880728574,1.78E-13,2.31E-13
chr4,83839521,83839571,peak_12234,23.43408797,+,83839521,83839571,0,1,50,0,THAP9,7,101,3.630845263,8.61E-08,8.82E-08
chr4,83840746,83840921,peak_12235,34.25972083,+,83840746,83840921,0,1,175,0,THAP9,8,150,4.075274608,4.10E-11,4.86E-11
chr15,39886557,39888428,peak_12236,Inf,+,39886557,39888428,0,1,1871,0,THBS1,623,6056,3.292446302,0,0
chr1,151867575,151881915,peak_12237,313.2593819,-,151867575,151881915,0,1,14340,0,THEM4,650,3075,2.17636051,1.07E-95,5.01E-95
chr1,151847192,151847342,peak_12238,46.65226345,-,151847192,151847342,0,1,150,0,THEM4,67,349,2.327507628,6.67E-15,9.04E-15
chr1,151846692,151846892,peak_12239,60.79987919,-,151846692,151846892,0,1,200,0,THEM4,102,496,2.251713835,3.23E-19,4.98E-19
chr10,25312673,25313198,peak_12240,130.2034758,+,25312673,25313198,0,1,525,0,THNSL1,61,697,3.466464452,2.68E-40,6.38E-40
chr10,25313623,25313923,peak_12241,57.173061,+,25313623,25313923,0,1,300,0,THNSL1,51,357,2.79865595,4.11E-18,6.15E-18
chr22,29904155,29904480,peak_12242,104.0366267,-,29904155,29904480,0,1,325,0,THOC5,229,1031,2.056497453,2.32E-32,4.81E-32
chr19,2808357,2810391,peak_12243,90.61698826,+,2808357,2810391,0,1,2034,0,THOP1,758,2465,1.200719528,2.76E-28,5.27E-28
chr17,38245517,38246017,peak_12244,122.2784257,+,38245517,38246017,0,1,500,0,THRA,275,1523,1.96776349,6.78E-38,1.55E-37
chr17,38249724,38249824,peak_12245,28.00858231,+,38249724,38249824,0,1,100,0,THRA,31,232,2.353971791,3.40E-09,3.70E-09
chr1,36752132,36752507,peak_12246,317.6368717,+,36752132,36752507,0,1,375,0,THRAP3,1131,4393,1.741279476,5.10E-97,2.41E-96
chr1,36754746,36755021,peak_12247,293.7727923,+,36754746,36755021,0,1,275,0,THRAP3,979,3559,1.81474036,8.32E-90,3.68E-89
chr1,36769576,36769926,peak_12248,234.4108812,+,36769576,36769926,0,1,350,0,THRAP3,574,2650,1.97684342,7.51E-72,2.72E-71
chr13,52971385,52971560,peak_12249,33.99303039,-,52971385,52971560,0,1,175,0,THSD1,21,185,2.989298548,4.95E-11,5.85E-11
chr13,52763835,52764010,peak_12250,40.95271494,-,52763835,52764010,0,1,175,0,THSD1P1,50,286,2.450754686,3.65E-13,4.70E-13
chr15,72069977,72070277,peak_12251,66.74024297,+,72069977,72070277,0,1,300,0,THSD4,36,399,3.224295714,5.01E-21,8.11E-21
chr14,24026157,24026307,peak_12252,36.34217488,+,24026157,24026307,0,1,150,0,THTPA,76,408,1.970473554,9.43E-12,1.15E-11
chr14,24026332,24026482,peak_12253,40.41624576,+,24026332,24026482,0,1,150,0,THTPA,77,361,2.071804549,5.33E-13,6.82E-13
chr14,24027997,24028297,peak_12254,57.98979763,+,24027997,24028297,0,1,300,0,THTPA,71,508,2.433531324,2.32E-18,3.49E-18
chr16,20748288,20748463,peak_12255,56.59830287,-,20748288,20748463,0,1,175,0,THUMPD1,150,594,1.894131932,6.16E-18,9.17E-18
chr16,20747013,20747588,peak_12256,144.8874095,-,20747013,20747588,0,1,575,0,THUMPD1,222,1108,2.387734708,9.52E-45,2.42E-44
chr16,20746188,20746938,peak_12257,453.067755,-,20746188,20746938,0,1,750,0,THUMPD1,280,2600,3.237284311,6.18E-138,4.10E-137
chr2,39963699,39971534,peak_12258,256.692142,-,39963699,39971534,0,1,7835,0,THUMPD2,257,1748,2.764548008,1.37E-78,5.35E-78
chr3,9412835,9416239,peak_12259,592.773727,+,9412835,9416239,0,1,3404,0,THUMPD3,680,4318,2.641928162,3.93E-180,3.61E-179
chr3,9426220,9426595,peak_12260,276.6717454,+,9426220,9426595,0,1,375,0,THUMPD3,343,2075,2.549793741,1.24E-84,5.17E-84
chr10,121334527,121336171,peak_12261,513.6070236,-,121334527,121336171,0,1,1644,0,TIAL1,830,4056,2.377897437,3.19E-156,2.45E-155
chr21,32638862,32638987,peak_12262,29.97767976,-,32638862,32638987,0,1,125,0,TIAM1,24,205,2.700019216,8.44E-10,9.46E-10
chr21,32638562,32638637,peak_12263,25.02265789,-,32638562,32638637,0,1,75,0,TIAM1,13,141,3.018231083,2.81E-08,2.93E-08
chr21,32638487,32638537,peak_12264,25.55834786,-,32638487,32638537,0,1,50,0,TIAM1,10,125,3.353178547,1.92E-08,2.02E-08
chr21,32492560,32492835,peak_12265,66.94487813,-,32492560,32492835,0,1,275,0,TIAM1,43,448,3.050175884,4.34E-21,7.04E-21
chr6,155566777,155569220,peak_12266,18.7289088,+,155566777,155569220,0,1,2443,0,TIAM2,17,113,2.469355042,2.29E-06,2.30E-06
chr6,155578138,155578188,peak_12267,21.8148691,+,155578138,155578188,0,1,50,0,TIAM2,3,97,4.589015883,2.68E-07,2.71E-07
chr6,155578738,155578857,peak_12268,16.71521157,+,155578738,155578857,0,1,119,0,TIAM2,9,73,2.920711932,9.27E-06,9.29E-06
chr19,4816610,4818435,peak_12269,669.1507895,-,4816610,4818435,0,1,1825,0,TICAM1,887,6830,2.425948591,3.44E-203,3.68E-202
chr19,4815985,4816360,peak_12270,91.64343311,-,4815985,4816360,0,1,375,0,TICAM1,95,768,2.621309112,1.35E-28,2.59E-28
chr5,114961614,114961789,peak_12271,36.04914353,-,114961614,114961789,0,1,175,0,"TICAM2,TMED7,TMED7-TICAM2",60,385,2.080576074,1.16E-11,1.41E-11
chr5,114956169,114961314,peak_12272,145.7208317,-,114956169,114961314,0,1,5145,0,"TICAM2,TMED7,TMED7-TICAM2",630,1899,1.639369377,5.32E-45,1.36E-44
chr5,114951555,114956144,peak_12273,376.7951078,-,114951555,114956144,0,1,4589,0,"TICAM2,TMED7,TMED7-TICAM2",812,3396,2.158335503,6.77E-115,3.74E-114
chr5,114916213,114916738,peak_12274,358.6014962,-,114916213,114916738,0,1,525,0,"TICAM2,TMED7,TMED7-TICAM2",174,1970,3.478136968,2.12E-109,1.12E-108
chr4,113198931,113206836,peak_12275,225.8914219,-,113198931,113206836,0,1,7905,0,TIFA,126,1297,3.322668549,2.84E-69,1.00E-68
chr4,113197381,113197881,peak_12276,113.8988865,-,113197381,113197881,0,1,500,0,TIFA,40,592,3.778537015,2.36E-35,5.16E-35
chr4,113197181,113197356,peak_12277,36.74621365,-,113197181,113197356,0,1,175,0,TIFA,18,180,3.245639475,7.09E-12,8.68E-12
chr2,233415053,233415103,peak_12278,27.8396524,-,233415053,233415103,0,1,50,0,TIGD1,80,369,1.677096942,3.83E-09,4.16E-09
chr2,233414278,233414878,peak_12279,224.5076532,-,233414278,233414878,0,1,600,0,TIGD1,213,1522,2.782397715,7.47E-69,2.61E-68
chr2,233413603,233414128,peak_12280,398.9607927,-,233413603,233414128,0,1,525,0,TIGD1,240,2379,3.290977615,1.36E-121,7.96E-121
chr2,233412828,233413503,peak_12281,226.1097214,-,233412828,233413503,0,1,675,0,TIGD1,287,1675,2.53315078,2.44E-69,8.59E-69
chr4,90034742,90034842,peak_12282,27.53917964,+,90034742,90034842,0,1,100,0,TIGD2,11,132,3.357244093,4.74E-09,5.13E-09
chr4,90035442,90035642,peak_12283,43.32934721,+,90035442,90035642,0,1,200,0,TIGD2,28,247,3.047569713,6.88E-14,9.05E-14
chr4,153692605,153700719,peak_12284,68.16137414,-,153692605,153700719,0,1,8114,0,TIGD4,66,436,2.700530152,1.85E-21,3.03E-21
chr8,144680998,144681073,peak_12285,22.56623135,+,144680998,144681073,0,1,75,0,TIGD5,42,251,1.952914569,1.58E-07,1.61E-07
chr8,144681148,144681573,peak_12286,129.7070107,+,144681148,144681573,0,1,425,0,TIGD5,86,1026,3.027153386,3.79E-40,9.00E-40
chr8,144681623,144682098,peak_12287,115.1556928,+,144681623,144682098,0,1,475,0,TIGD5,121,1049,2.560760183,9.81E-36,2.16E-35
chr5,149375935,149379833,peak_12288,172.1532959,-,149375935,149379833,0,1,3898,0,TIGD6,188,1260,2.661811537,5.23E-53,1.50E-52
chr5,149375585,149375635,peak_12289,24.1593311,-,149375585,149375635,0,1,50,0,TIGD6,37,182,2.150604599,5.16E-08,5.34E-08
chr5,149374960,149375560,peak_12290,129.8899377,-,149374960,149375560,0,1,600,0,TIGD6,120,900,2.801677919,3.33E-40,7.93E-40
chr5,149374435,149374810,peak_12291,89.8967596,-,149374435,149374810,0,1,375,0,TIGD6,67,569,2.9813334,4.57E-28,8.68E-28
chr16,3351757,3351932,peak_12292,61.47964486,-,3351757,3351932,0,1,175,0,TIGD7,29,319,3.421926792,2.01E-19,3.11E-19
chr16,3351232,3351407,peak_12293,44.97691908,-,3351232,3351407,0,1,175,0,TIGD7,46,292,2.61014446,2.16E-14,2.89E-14
chr16,3349832,3350157,peak_12294,87.56973889,-,3349832,3350157,0,1,325,0,TIGD7,56,488,3.121395295,2.32E-27,4.35E-27
chr16,3348932,3349257,peak_12295,77.440132,-,3348932,3349257,0,1,325,0,TIGD7,41,410,3.309549083,2.79E-24,4.88E-24
chr12,56811281,56811506,peak_12296,130.3913391,-,56811281,56811506,0,1,225,0,TIMELESS,521,1774,1.688710463,2.35E-40,5.60E-40
chr19,2426471,2426871,peak_12297,348.2678291,-,2426471,2426871,0,1,400,0,TIMM13,744,4341,2.03695799,2.82E-106,1.45E-105
chr1,201932842,201939105,peak_12298,Inf,+,201932842,201939105,0,1,6263,0,TIMM17A,1227,8887,2.852756142,0,0
chr18,71815770,71815945,peak_12299,56.38234815,+,71815770,71815945,0,1,175,0,TIMM21,181,663,1.759989034,7.17E-18,1.06E-17
chr18,71825695,71825995,peak_12300,64.47278437,+,71825695,71825995,0,1,300,0,TIMM21,92,449,2.399549434,2.45E-20,3.91E-20
chr17,904292,905342,peak_12301,625.6176712,+,904292,905342,0,1,1050,0,TIMM22,472,4129,3.030077596,4.78E-190,4.68E-189
chr10,51592087,51592537,peak_12302,464.802785,-,51592087,51592537,0,1,450,0,TIMM23,579,3478,2.556955657,1.76E-141,1.20E-140
chr19,39979283,39980656,peak_12303,317.9001463,+,39979283,39980656,0,1,1373,0,TIMM50,1342,5521,1.609066966,4.25E-97,2.01E-96
chrX,100601168,100603701,peak_12304,632.5405758,-,100601168,100603701,0,1,2533,0,TIMM8A,422,3910,3.13666257,3.90E-192,3.86E-191
chr11,111956953,111957028,peak_12305,49.45223919,-,111956953,111957028,0,1,75,0,TIMM8B,135,611,1.855244475,9.31E-16,1.30E-15
chr11,111955838,111956903,peak_12306,545.2042511,-,111955838,111956903,0,1,1065,0,TIMM8B,655,4059,2.588022718,9.09E-166,7.54E-165
chr14,58875419,58877568,peak_12307,643.2246638,-,58875419,58877568,0,1,2149,0,TIMM9,565,4233,2.877951627,2.32E-195,2.34E-194
chr3,119217367,119217542,peak_12308,44.33826901,+,119217367,119217542,0,1,175,0,TIMMDC1,164,704,1.582517992,3.39E-14,4.50E-14
chr3,119242557,119242632,peak_12309,57.82029081,+,119242557,119242632,0,1,75,0,TIMMDC1,220,728,1.659291663,2.61E-18,3.93E-18
chrX,47441739,47442922,peak_12310,417.0213356,+,47441739,47442922,0,1,1183,0,TIMP1,1816,6274,1.620207366,4.75E-127,2.91E-126
chr17,76851558,76851733,peak_12311,158.8479042,-,76851558,76851733,0,1,175,0,TIMP2,909,3146,1.424259383,5.60E-49,1.52E-48
chr17,76851108,76851458,peak_12312,647.2690976,-,76851108,76851458,0,1,350,0,TIMP2,1156,7045,2.199010967,1.39E-196,1.42E-195
chr17,76850583,76850983,peak_12313,Inf,-,76850583,76850983,0,1,400,0,TIMP2,1220,9407,2.624470787,0,0
chr17,76849208,76849283,peak_12314,44.09815396,-,76849208,76849283,0,1,75,0,TIMP2,170,528,1.654013074,4.01E-14,5.31E-14
chr22,33255342,33255542,peak_12315,62.51079982,+,33255342,33255542,0,1,200,0,TIMP3,124,598,2.086381762,9.73E-20,1.52E-19
chr22,33255592,33255867,peak_12316,68.86164043,+,33255592,33255867,0,1,275,0,TIMP3,130,614,2.14232387,1.13E-21,1.86E-21
chr3,12194992,12195042,peak_12317,22.61808413,-,12194992,12195042,0,1,50,0,TIMP4,19,158,2.682433981,1.53E-07,1.55E-07
chr3,12194767,12194967,peak_12318,45.25263863,-,12194767,12194967,0,1,200,0,TIMP4,21,263,3.441655244,1.78E-14,2.39E-14
chr1,32052806,32052856,peak_12319,21.52723054,+,32052806,32052856,0,1,50,0,TINAGL1,74,322,1.5211282,3.27E-07,3.31E-07
chr14,24709400,24709750,peak_12320,159.959404,-,24709400,24709750,0,1,350,0,TINF2,187,1239,2.568100265,2.58E-49,7.04E-49
chr3,156394480,156411822,peak_12321,668.0039774,+,156394480,156411822,0,1,17342,0,TIPARP,439,3838,3.184267242,7.64E-203,8.14E-202
chr3,156421346,156422802,peak_12322,198.0705764,+,156421346,156422802,0,1,1456,0,TIPARP,159,1262,2.934454757,7.47E-61,2.37E-60
chr15,66629282,66633500,peak_12323,54.69804274,-,66629282,66633500,0,1,4218,0,TIPIN,146,566,1.877980849,2.34E-17,3.42E-17
chr1,168168211,168169407,peak_12324,143.1924132,+,168168211,168169407,0,1,1196,0,TIPRL,436,1521,1.894883581,3.10E-44,7.85E-44
chr11,126162402,126162452,peak_12325,28.89604389,+,126162402,126162452,0,1,50,0,TIRAP,101,371,1.616586978,1.81E-09,2.00E-09
chr11,126163768,126164593,peak_12326,245.6917408,+,126163768,126164593,0,1,825,0,TIRAP,116,1402,3.477557886,2.90E-75,1.10E-74
chr6,43472700,43472900,peak_12327,38.3309078,+,43472700,43472900,0,1,200,0,TJAP1,77,443,1.967269821,2.32E-12,2.89E-12
chr6,43473075,43473775,peak_12328,184.6713,+,43473075,43473775,0,1,700,0,TJAP1,245,1835,2.38741155,8.51E-57,2.56E-56
chr15,30012660,30012710,peak_12329,49.29273796,-,30012660,30012710,0,1,50,0,TJP1,183,625,1.649846513,1.04E-15,1.45E-15
chr15,30012219,30012585,peak_12330,34.51936828,-,30012219,30012585,0,1,366,0,TJP1,155,432,1.535969659,3.41E-11,4.06E-11
chr15,30010656,30011994,peak_12331,312.9707044,-,30010656,30011994,0,1,1338,0,TJP1,954,3790,1.950485777,1.31E-95,6.12E-95
chr15,30003042,30003092,peak_12332,46.5897062,-,30003042,30003092,0,1,50,0,TJP1,200,644,1.626201471,6.97E-15,9.44E-15
chr15,30000773,30001223,peak_12333,356.6671123,-,30000773,30001223,0,1,450,0,TJP1,538,2944,2.393801407,8.16E-109,4.29E-108
chr9,71869211,71869686,peak_12334,405.5380516,+,71869211,71869686,0,1,475,0,TJP2,331,2702,2.937558036,1.40E-123,8.33E-123
chr17,76170509,76170859,peak_12335,339.1168631,-,76170509,76170859,0,1,350,0,TK1,1295,5794,1.640464544,1.64E-103,8.23E-103
chr16,66545380,66545555,peak_12336,39.19786802,-,66545380,66545555,0,1,175,0,TK2,47,338,2.386685707,1.26E-12,1.59E-12
chr16,66544605,66545305,peak_12337,177.1939456,-,66544605,66545305,0,1,700,0,TK2,154,1315,2.913259352,1.56E-54,4.56E-54
chr3,53259422,53259522,peak_12338,32.11347685,-,53259422,53259522,0,1,100,0,TKT,121,503,1.575007645,1.87E-10,2.15E-10
chr3,53258897,53259122,peak_12339,58.72904641,-,53258897,53259122,0,1,225,0,TKT,164,751,1.801725869,1.38E-18,2.09E-18
chr17,27051365,27051815,peak_12340,338.0303374,-,27051365,27051815,0,1,450,0,TLCD1,216,2205,3.190450945,3.50E-103,1.75E-102
chr17,1610983,1611058,peak_12341,29.65341277,-,1610983,1611058,0,1,75,0,TLCD2,39,267,2.279004278,1.06E-09,1.18E-09
chr17,1606383,1606558,peak_12342,43.00667925,-,1606383,1606558,0,1,175,0,TLCD2,46,296,2.568171095,8.63E-14,1.13E-13
chr9,84235413,84249110,peak_12343,102.2750574,-,84235413,84249110,0,1,13697,0,TLE1,245,1019,2.019183013,7.96E-32,1.63E-31
chr15,70341992,70342467,peak_12344,137.8087616,-,70341992,70342467,0,1,475,0,TLE3,193,1334,2.469572832,1.32E-42,3.28E-42
chr9,82187052,82187102,peak_12345,26.38023516,+,82187052,82187102,0,1,50,0,TLE4,21,143,2.722179038,1.08E-08,1.14E-08
chr9,82187127,82187302,peak_12346,45.95437891,+,82187127,82187302,0,1,175,0,TLE4,41,295,2.704066147,1.09E-14,1.47E-14
chr9,82340059,82340234,peak_12347,42.53674405,+,82340059,82340234,0,1,175,0,TLE4,54,301,2.400888351,1.20E-13,1.57E-13
chr2,171849907,171850257,peak_12348,94.64828129,-,171849907,171850257,0,1,350,0,TLK1,101,600,2.662444949,1.65E-29,3.22E-29
chr17,60689752,60690402,peak_12349,461.1265478,+,60689752,60690402,0,1,650,0,TLK2,390,3167,2.963496751,2.28E-140,1.54E-139
chr9,35697333,35697683,peak_12350,145.8824103,-,35697333,35697683,0,1,350,0,TLN1,618,2501,1.566869922,4.76E-45,1.22E-44
chr15,63132830,63133130,peak_12351,77.15110174,+,63132830,63133130,0,1,300,0,TLN2,42,478,3.220815621,3.42E-24,5.96E-24
chr15,63133180,63133230,peak_12352,50.4228995,+,63133180,63133230,0,1,50,0,TLN2,22,271,3.454003563,4.71E-16,6.63E-16
chr15,63133255,63133505,peak_12353,65.61777565,+,63133255,63133505,0,1,250,0,TLN2,56,483,2.894481189,1.10E-20,1.77E-20
chr4,187004064,187004239,peak_12354,39.39734778,+,187004064,187004239,0,1,175,0,TLR3,18,204,3.331121295,1.09E-12,1.38E-12
chr4,187004739,187005214,peak_12355,85.07516526,+,187004739,187005214,0,1,475,0,TLR3,23,406,4.099809843,1.33E-26,2.45E-26
chr9,120474863,120474988,peak_12356,34.17839415,+,120474863,120474988,0,1,125,0,TLR4,7,155,4.295518037,4.34E-11,5.14E-11
chr4,38828728,38829128,peak_12357,107.9178492,-,38828728,38829128,0,1,400,0,TLR6,21,515,4.589360285,1.55E-33,3.26E-33
